1GAT[0] PRI_INPUT (6254,4680)
In 4428th Iteration, Delay Improved to: 1.69453e-07ns
In 4429th Iteration, Delay Improved this time by changing: input magnet(s) of n2685 To: 4.11e-08m
In 4429th Iteration, Delay Improved to: 1.6945e-07ns
In 4430th Iteration, Delay Improved this time by changing: output magnet(s) of n1363 To: 4.11e-08m
In 4430th Iteration, Delay Improved to: 1.69448e-07ns
In 4431th Iteration, Delay Improved this time by changing: input magnet(s) of n1774 To: 5.6307e-08m
In 4431th Iteration, Delay Improved to: 1.69444e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4432th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n423_0_n424 To: 7.71406e-08m
In 4432th Iteration, Delay Improved to: 1.6944e-07ns
In 4433th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n97_5_n114 To: 4.11e-08m
In 4433th Iteration, Delay Improved to: 1.69439e-07ns
In 4434th Iteration, Delay Improved this time by changing: output magnet(s) of n2173 To: 4.11e-08m
In 4434th Iteration, Delay Improved to: 1.69437e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4435th Iteration, Delay Improved this time by changing: output magnet(s) of n426 To: 5.6307e-08m
In 4435th Iteration, Delay Improved to: 1.69436e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4436th Iteration, Delay Improved this time by changing: output magnet(s) of n1060 To: 4.11e-08m
In 4436th Iteration, Delay Improved to: 1.69434e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4437th Iteration, Delay Improved this time by changing: input magnet(s) of n2809 To: 7.71406e-08m
In 4437th Iteration, Delay Improved to: 1.69426e-07ns
In 4438th Iteration, Delay Improved this time by changing: input magnet(s) of n1943 To: 5.6307e-08m
In 4438th Iteration, Delay Improved to: 1.69426e-07ns
In 4439th Iteration, Delay Improved this time by changing: input magnet(s) of n2583 To: 4.11e-08m
In 4439th Iteration, Delay Improved to: 1.69423e-07ns
In 4440th Iteration, Delay Improved this time by changing: input magnet(s) of n2498 To: 4.11e-08m
In 4440th Iteration, Delay Improved to: 1.6942e-07ns
In 4441th Iteration, Delay Improved this time by changing: output magnet(s) of n1946 To: 4.11e-08m
In 4441th Iteration, Delay Improved to: 1.69419e-07ns
In 4442th Iteration, Delay Improved this time by changing: input magnet(s) of n2290 To: 4.11e-08m
In 4442th Iteration, Delay Improved to: 1.69416e-07ns
In 4443th Iteration, Delay Improved this time by changing: input magnet(s) of n2271 To: 4.11e-08m
In 4443th Iteration, Delay Improved to: 1.69413e-07ns
In 4444th Iteration, Delay Improved this time by changing: input magnet(s) of n1350 To: 5.6307e-08m
In 4444th Iteration, Delay Improved to: 1.69409e-07ns
In 4445th Iteration, Delay Improved this time by changing: output magnet(s) of n1564 To: 5.6307e-08m
In 4445th Iteration, Delay Improved to: 1.69399e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4446th Iteration, Delay Improved this time by changing: output magnet(s) of n1386 To: 5.6307e-08m
In 4446th Iteration, Delay Improved to: 1.69394e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4447th Iteration, Delay Improved this time by changing: input magnet(s) of n643 To: 7.71406e-08m
In 4447th Iteration, Delay Improved to: 1.69394e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4448th Iteration, Delay Improved this time by changing: input magnet(s) of n515 To: 7.71406e-08m
In 4448th Iteration, Delay Improved to: 1.69391e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4449th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n275_0_n277 To: 5.6307e-08m
In 4449th Iteration, Delay Improved to: 1.69388e-07ns
In 4450th Iteration, Delay Improved this time by changing: input magnet(s) of n1029 To: 4.11e-08m
In 4450th Iteration, Delay Improved to: 1.69383e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4451th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_69GAT[4]_1_n135 To: 5.6307e-08m
In 4451th Iteration, Delay Improved to: 1.6938e-07ns
In 4452th Iteration, Delay Improved this time by changing: output magnet(s) of n2200 To: 4.11e-08m
In 4452th Iteration, Delay Improved to: 1.69376e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4453th Iteration, Delay Improved this time by changing: output magnet(s) of n1039 To: 5.6307e-08m
In 4453th Iteration, Delay Improved to: 1.69373e-07ns
In 4454th Iteration, Delay Improved this time by changing: output magnet(s) of n1348 To: 4.11e-08m
In 4454th Iteration, Delay Improved to: 1.69369e-07ns
In 4455th Iteration, Delay Improved this time by changing: output magnet(s) of n2057 To: 4.11e-08m
In 4455th Iteration, Delay Improved to: 1.69369e-07ns
In 4456th Iteration, Delay Improved this time by changing: output magnet(s) of n2147 To: 4.11e-08m
In 4456th Iteration, Delay Improved to: 1.69363e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4457th Iteration, Delay Improved this time by changing: input magnet(s) of n657 To: 5.6307e-08m
In 4457th Iteration, Delay Improved to: 1.69358e-07ns
In 4458th Iteration, Delay Improved this time by changing: input magnet(s) of n1341 To: 4.11e-08m
In 4458th Iteration, Delay Improved to: 1.69357e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4459th Iteration, Delay Improved this time by changing: input magnet(s) of n259 To: 7.71406e-08m
In 4459th Iteration, Delay Improved to: 1.6934e-07ns
In 4460th Iteration, Delay Improved this time by changing: input magnet(s) of n1546 To: 5.6307e-08m
In 4460th Iteration, Delay Improved to: 1.6934e-07ns
In 4461th Iteration, Delay Improved this time by changing: input magnet(s) of n1168 To: 5.6307e-08m
In 4461th Iteration, Delay Improved to: 1.69323e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4462th Iteration, Delay Improved this time by changing: output magnet(s) of n1041 To: 5.6307e-08m
In 4462th Iteration, Delay Improved to: 1.69321e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4463th Iteration, Delay Improved this time by changing: output magnet(s) of n517 To: 7.71406e-08m
In 4463th Iteration, Delay Improved to: 1.6932e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4464th Iteration, Delay Improved this time by changing: output magnet(s) of n1064 To: 7.71406e-08m
In 4464th Iteration, Delay Improved to: 1.69318e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4465th Iteration, Delay Improved this time by changing: output magnet(s) of n1193 To: 5.6307e-08m
In 4465th Iteration, Delay Improved to: 1.69314e-07ns
In 4466th Iteration, Delay Improved this time by changing: input magnet(s) of n1564 To: 5.6307e-08m
In 4466th Iteration, Delay Improved to: 1.69314e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4467th Iteration, Delay Improved this time by changing: output magnet(s) of n617 To: 5.6307e-08m
In 4467th Iteration, Delay Improved to: 1.69313e-07ns
In 4468th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1772_1_n1777 To: 4.11e-08m
In 4468th Iteration, Delay Improved to: 1.6931e-07ns
In 4469th Iteration, Delay Improved this time by changing: output magnet(s) of n1765 To: 4.11e-08m
In 4469th Iteration, Delay Improved to: 1.69309e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4470th Iteration, Delay Improved this time by changing: output magnet(s) of n3057 To: 5.6307e-08m
In 4470th Iteration, Delay Improved to: 1.69305e-07ns
In 4471th Iteration, Delay Improved this time by changing: input magnet(s) of n1765 To: 4.11e-08m
In 4471th Iteration, Delay Improved to: 1.693e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4472th Iteration, Delay Improved this time by changing: input magnet(s) of 6288GAT[2447] To: 7.71406e-08m
In 4472th Iteration, Delay Improved to: 1.69299e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4473th Iteration, Delay Improved this time by changing: output magnet(s) of n3058 To: 5.6307e-08m
In 4473th Iteration, Delay Improved to: 1.69296e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4474th Iteration, Delay Improved this time by changing: input magnet(s) of n1207 To: 7.71406e-08m
In 4474th Iteration, Delay Improved to: 1.69291e-07ns
In 4475th Iteration, Delay Improved this time by changing: output magnet(s) of n2067 To: 4.11e-08m
In 4475th Iteration, Delay Improved to: 1.69287e-07ns
In 4476th Iteration, Delay Improved this time by changing: input magnet(s) of n986 To: 4.11e-08m
In 4476th Iteration, Delay Improved to: 1.69286e-07ns
In 4477th Iteration, Delay Improved this time by changing: output magnet(s) of n1706 To: 4.11e-08m
In 4477th Iteration, Delay Improved to: 1.69285e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4478th Iteration, Delay Improved this time by changing: output magnet(s) of n1080 To: 5.6307e-08m
In 4478th Iteration, Delay Improved to: 1.6928e-07ns
In 4479th Iteration, Delay Improved this time by changing: output magnet(s) of n1774 To: 5.6307e-08m
In 4479th Iteration, Delay Improved to: 1.69278e-07ns
In 4480th Iteration, Delay Improved this time by changing: input magnet(s) of n1018 To: 5.6307e-08m
In 4480th Iteration, Delay Improved to: 1.69276e-07ns
In 4481th Iteration, Delay Improved this time by changing: input magnet(s) of n1944 To: 4.11e-08m
In 4481th Iteration, Delay Improved to: 1.69268e-07ns
In 4482th Iteration, Delay Improved this time by changing: input magnet(s) of n1343 To: 5.6307e-08m
In 4482th Iteration, Delay Improved to: 1.69264e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4483th Iteration, Delay Improved this time by changing: output magnet(s) of n748 To: 5.6307e-08m
In 4483th Iteration, Delay Improved to: 1.69263e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4484th Iteration, Delay Improved this time by changing: output magnet(s) of n1220 To: 5.6307e-08m
In 4484th Iteration, Delay Improved to: 1.69261e-07ns
In 4485th Iteration, Delay Improved this time by changing: output magnet(s) of n1952 To: 4.11e-08m
In 4485th Iteration, Delay Improved to: 1.6926e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4486th Iteration, Delay Improved this time by changing: input magnet(s) of n2932 To: 7.71406e-08m
In 4486th Iteration, Delay Improved to: 1.69252e-07ns
In 4487th Iteration, Delay Improved this time by changing: input magnet(s) of n2042 To: 4.11e-08m
In 4487th Iteration, Delay Improved to: 1.69249e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4488th Iteration, Delay Improved this time by changing: input magnet(s) of n1386 To: 7.71406e-08m
In 4488th Iteration, Delay Improved to: 1.69249e-07ns
In 4489th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_1_n232 To: 5.6307e-08m
In 4489th Iteration, Delay Improved to: 1.69242e-07ns
In 4490th Iteration, Delay Improved this time by changing: output magnet(s) of n1943 To: 5.6307e-08m
In 4490th Iteration, Delay Improved to: 1.69237e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4491th Iteration, Delay Improved this time by changing: input magnet(s) of n619 To: 5.6307e-08m
In 4491th Iteration, Delay Improved to: 1.69228e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4492th Iteration, Delay Improved this time by changing: input magnet(s) of n1377 To: 5.6307e-08m
In 4492th Iteration, Delay Improved to: 1.69226e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4493th Iteration, Delay Improved this time by changing: input magnet(s) of n1227 To: 7.71406e-08m
In 4493th Iteration, Delay Improved to: 1.69215e-07ns
In 4494th Iteration, Delay Improved this time by changing: input magnet(s) of n1757 To: 5.6307e-08m
In 4494th Iteration, Delay Improved to: 1.69208e-07ns
In 4495th Iteration, Delay Improved this time by changing: output magnet(s) of n1854 To: 5.6307e-08m
In 4495th Iteration, Delay Improved to: 1.69207e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4496th Iteration, Delay Improved this time by changing: output magnet(s) of n1207 To: 5.6307e-08m
In 4496th Iteration, Delay Improved to: 1.69206e-07ns
In 4497th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_2_n232 To: 5.6307e-08m
In 4497th Iteration, Delay Improved to: 1.692e-07ns
In 4498th Iteration, Delay Improved this time by changing: input magnet(s) of n1511 To: 5.6307e-08m
In 4498th Iteration, Delay Improved to: 1.69194e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4499th Iteration, Delay Improved this time by changing: output magnet(s) of n1227 To: 7.71406e-08m
In 4499th Iteration, Delay Improved to: 1.69186e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4500th Iteration, Delay Improved this time by changing: input magnet(s) of n1229 To: 5.6307e-08m
In 4500th Iteration, Delay Improved to: 1.69178e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4501th Iteration, Delay Improved this time by changing: input magnet(s) of n1209 To: 7.71406e-08m
In 4501th Iteration, Delay Improved to: 1.69178e-07ns
In 4502th Iteration, Delay Improved this time by changing: output magnet(s) of n974 To: 4.11e-08m
In 4502th Iteration, Delay Improved to: 1.69169e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4503th Iteration, Delay Improved this time by changing: input magnet(s) of n1228 To: 7.71406e-08m
In 4503th Iteration, Delay Improved to: 1.69162e-07ns
In 4504th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_3_n232 To: 5.6307e-08m
In 4504th Iteration, Delay Improved to: 1.69162e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4505th Iteration, Delay Improved this time by changing: input magnet(s) of n2811 To: 7.71406e-08m
In 4505th Iteration, Delay Improved to: 1.6911e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4506th Iteration, Delay Improved this time by changing: input magnet(s) of n2725 To: 7.71406e-08m
In 4506th Iteration, Delay Improved to: 1.69063e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4507th Iteration, Delay Improved this time by changing: input magnet(s) of n2184 To: 7.71406e-08m
In 4507th Iteration, Delay Improved to: 1.69059e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4508th Iteration, Delay Improved this time by changing: input magnet(s) of n2979 To: 7.71406e-08m
In 4508th Iteration, Delay Improved to: 1.69031e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4509th Iteration, Delay Improved this time by changing: input magnet(s) of n418 To: 1.05683e-07m
In 4509th Iteration, Delay Improved to: 1.69004e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4510th Iteration, Delay Improved this time by changing: input magnet(s) of n183 To: 1.05683e-07m
In 4510th Iteration, Delay Improved to: 1.69e-07ns
In 4511th Iteration, Delay Improved this time by changing: input magnet(s) of n1138 To: 5.6307e-08m
In 4511th Iteration, Delay Improved to: 1.68999e-07ns
In 4512th Iteration, Delay Improved this time by changing: input magnet(s) of n1314 To: 4.11e-08m
In 4512th Iteration, Delay Improved to: 1.68997e-07ns
In 4513th Iteration, Delay Improved this time by changing: input magnet(s) of n1308 To: 5.6307e-08m
In 4513th Iteration, Delay Improved to: 1.68997e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4514th Iteration, Delay Improved this time by changing: output magnet(s) of n656 To: 4.11e-08m
In 4514th Iteration, Delay Improved to: 1.68995e-07ns
In 4515th Iteration, Delay Improved this time by changing: output magnet(s) of n2063 To: 4.11e-08m
In 4515th Iteration, Delay Improved to: 1.68991e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4516th Iteration, Delay Improved this time by changing: input magnet(s) of n629 To: 7.71406e-08m
In 4516th Iteration, Delay Improved to: 1.68966e-07ns
In 4517th Iteration, Delay Improved this time by changing: output magnet(s) of n1505 To: 5.6307e-08m
In 4517th Iteration, Delay Improved to: 1.68964e-07ns
In 4518th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_4_n232 To: 5.6307e-08m
In 4518th Iteration, Delay Improved to: 1.68961e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4519th Iteration, Delay Improved this time by changing: input magnet(s) of n656 To: 5.6307e-08m
In 4519th Iteration, Delay Improved to: 1.68961e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4520th Iteration, Delay Improved this time by changing: output magnet(s) of n245 To: 4.11e-08m
In 4520th Iteration, Delay Improved to: 1.6896e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4521th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n655_0_n657 To: 5.6307e-08m
In 4521th Iteration, Delay Improved to: 1.68958e-07ns
In 4522th Iteration, Delay Improved this time by changing: output magnet(s) of n2132 To: 4.11e-08m
In 4522th Iteration, Delay Improved to: 1.68949e-07ns
In 4523th Iteration, Delay Improved this time by changing: input magnet(s) of n1746 To: 4.11e-08m
In 4523th Iteration, Delay Improved to: 1.68946e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4524th Iteration, Delay Improved this time by changing: output magnet(s) of n759 To: 5.6307e-08m
In 4524th Iteration, Delay Improved to: 1.68943e-07ns
In 4525th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n302_0_n305 To: 4.11e-08m
In 4525th Iteration, Delay Improved to: 1.68942e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4526th Iteration, Delay Improved this time by changing: input magnet(s) of n334 To: 7.71406e-08m
In 4526th Iteration, Delay Improved to: 1.68936e-07ns
In 4527th Iteration, Delay Improved this time by changing: output magnet(s) of n1143 To: 4.11e-08m
In 4527th Iteration, Delay Improved to: 1.68934e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4528th Iteration, Delay Improved this time by changing: output magnet(s) of n619 To: 5.6307e-08m
In 4528th Iteration, Delay Improved to: 1.68922e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4529th Iteration, Delay Improved this time by changing: output magnet(s) of n241 To: 4.11e-08m
In 4529th Iteration, Delay Improved to: 1.68921e-07ns
In 4530th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_5_n232 To: 5.6307e-08m
In 4530th Iteration, Delay Improved to: 1.68916e-07ns
In 4531th Iteration, Delay Improved this time by changing: input magnet(s) of n1162 To: 5.6307e-08m
In 4531th Iteration, Delay Improved to: 1.68916e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4532th Iteration, Delay Improved this time by changing: input magnet(s) of n666 To: 7.71406e-08m
In 4532th Iteration, Delay Improved to: 1.68912e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4533th Iteration, Delay Improved this time by changing: output magnet(s) of n655 To: 5.6307e-08m
In 4533th Iteration, Delay Improved to: 1.68905e-07ns
In 4534th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1536_0_n1537 To: 5.6307e-08m
In 4534th Iteration, Delay Improved to: 1.689e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4535th Iteration, Delay Improved this time by changing: input magnet(s) of n760 To: 5.6307e-08m
In 4535th Iteration, Delay Improved to: 1.68895e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4536th Iteration, Delay Improved this time by changing: output magnet(s) of n629 To: 5.6307e-08m
In 4536th Iteration, Delay Improved to: 1.6889e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4537th Iteration, Delay Improved this time by changing: output magnet(s) of n647 To: 5.6307e-08m
In 4537th Iteration, Delay Improved to: 1.68888e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4538th Iteration, Delay Improved this time by changing: input magnet(s) of n641 To: 5.6307e-08m
In 4538th Iteration, Delay Improved to: 1.68888e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4539th Iteration, Delay Improved this time by changing: input magnet(s) of n621 To: 5.6307e-08m
In 4539th Iteration, Delay Improved to: 1.68888e-07ns
In 4540th Iteration, Delay Improved this time by changing: output magnet(s) of n2073 To: 4.11e-08m
In 4540th Iteration, Delay Improved to: 1.68886e-07ns
In 4541th Iteration, Delay Improved this time by changing: output magnet(s) of n1511 To: 5.6307e-08m
In 4541th Iteration, Delay Improved to: 1.68884e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4542th Iteration, Delay Improved this time by changing: input magnet(s) of n751 To: 5.6307e-08m
In 4542th Iteration, Delay Improved to: 1.68878e-07ns
In 4543th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_6_n232 To: 5.6307e-08m
In 4543th Iteration, Delay Improved to: 1.68857e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4544th Iteration, Delay Improved this time by changing: input magnet(s) of n769 To: 7.71406e-08m
In 4544th Iteration, Delay Improved to: 1.68855e-07ns
In 4545th Iteration, Delay Improved this time by changing: output magnet(s) of n1098 To: 4.11e-08m
In 4545th Iteration, Delay Improved to: 1.68855e-07ns
In 4546th Iteration, Delay Improved this time by changing: input magnet(s) of n2095 To: 4.11e-08m
In 4546th Iteration, Delay Improved to: 1.68854e-07ns
In 4547th Iteration, Delay Improved this time by changing: input magnet(s) of n2220 To: 4.11e-08m
In 4547th Iteration, Delay Improved to: 1.68854e-07ns
In 4548th Iteration, Delay Improved this time by changing: input magnet(s) of n1675 To: 5.6307e-08m
In 4548th Iteration, Delay Improved to: 1.68851e-07ns
In 4549th Iteration, Delay Improved this time by changing: output magnet(s) of n1153 To: 4.11e-08m
In 4549th Iteration, Delay Improved to: 1.68849e-07ns
In 4550th Iteration, Delay Improved this time by changing: input magnet(s) of n1527 To: 5.6307e-08m
In 4550th Iteration, Delay Improved to: 1.68848e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4551th Iteration, Delay Improved this time by changing: input magnet(s) of n2628 To: 7.71406e-08m
In 4551th Iteration, Delay Improved to: 1.68847e-07ns
In 4552th Iteration, Delay Improved this time by changing: output magnet(s) of n2076 To: 4.11e-08m
In 4552th Iteration, Delay Improved to: 1.68846e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4553th Iteration, Delay Improved this time by changing: input magnet(s) of n794 To: 7.71406e-08m
In 4553th Iteration, Delay Improved to: 1.68834e-07ns
In 4554th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_7_n232 To: 5.6307e-08m
In 4554th Iteration, Delay Improved to: 1.68834e-07ns
In 4555th Iteration, Delay Improved this time by changing: output magnet(s) of n1149 To: 4.11e-08m
In 4555th Iteration, Delay Improved to: 1.6883e-07ns
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4556th Iteration, Delay Improved this time by changing: input magnet(s) of n899 To: 5.6307e-08m
In 4556th Iteration, Delay Improved to: 1.68826e-07ns
In 4557th Iteration, Delay Improved this time by changing: input magnet(s) of n994 To: 5.6307e-08m
In 4557th Iteration, Delay Improved to: 1.68825e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4558th Iteration, Delay Improved this time by changing: output magnet(s) of n2620 To: 7.71406e-08m
In 4558th Iteration, Delay Improved to: 1.68824e-07ns
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for input of gate: n183: 1.05683e-07, will not be increased any more!
Magnet Length Upper-Bound reached for output of gate: 69GAT[4]: 1.05683e-07, will not be increased any more!
In 4559th Iteration, Delay Improved this time by changing: output magnet(s) of n1055 To: 7.71406e-08m
