ID0[0] PRI_INPUT (3086,786)
In 879th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID23[23]_1_n122 To: 4.11e-08m
In 879th Iteration, Delay Improved to: 4.98336e-08ns
In 880th Iteration, Delay Improved this time by changing: input magnet(s) of n672 To: 5.6307e-08m
In 880th Iteration, Delay Improved to: 4.98146e-08ns
In 881th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n600_2_n610 To: 5.6307e-08m
In 881th Iteration, Delay Improved to: 4.98046e-08ns
In 882th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID23[23]_2_n207 To: 4.11e-08m
In 882th Iteration, Delay Improved to: 4.98032e-08ns
In 883th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n582_1_n638 To: 5.6307e-08m
In 883th Iteration, Delay Improved to: 4.97774e-08ns
In 884th Iteration, Delay Improved this time by changing: input magnet(s) of n614 To: 4.11e-08m
In 884th Iteration, Delay Improved to: 4.97703e-08ns
In 885th Iteration, Delay Improved this time by changing: input magnet(s) of n610 To: 5.6307e-08m
In 885th Iteration, Delay Improved to: 4.97679e-08ns
In 886th Iteration, Delay Improved this time by changing: output magnet(s) of n591 To: 4.11e-08m
In 886th Iteration, Delay Improved to: 4.97596e-08ns
In 887th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID19[19]_0_n202 To: 4.11e-08m
In 887th Iteration, Delay Improved to: 4.97578e-08ns
In 888th Iteration, Delay Improved this time by changing: output magnet(s) of n404 To: 5.6307e-08m
In 888th Iteration, Delay Improved to: 4.97568e-08ns
In 889th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n690_0_n704 To: 4.11e-08m
In 889th Iteration, Delay Improved to: 4.97539e-08ns
In 890th Iteration, Delay Improved this time by changing: input magnet(s) of n537 To: 4.11e-08m
In 890th Iteration, Delay Improved to: 4.97304e-08ns
In 891th Iteration, Delay Improved this time by changing: input magnet(s) of n398 To: 5.6307e-08m
In 891th Iteration, Delay Improved to: 4.97179e-08ns
In 892th Iteration, Delay Improved this time by changing: input magnet(s) of n638 To: 5.6307e-08m
In 892th Iteration, Delay Improved to: 4.96959e-08ns
In 893th Iteration, Delay Improved this time by changing: output magnet(s) of n524 To: 4.11e-08m
In 893th Iteration, Delay Improved to: 4.96906e-08ns
In 894th Iteration, Delay Improved this time by changing: output magnet(s) of n81 To: 4.11e-08m
In 894th Iteration, Delay Improved to: 4.96746e-08ns
In 895th Iteration, Delay Improved this time by changing: input magnet(s) of n85 To: 4.11e-08m
In 895th Iteration, Delay Improved to: 4.96626e-08ns
In 896th Iteration, Delay Improved this time by changing: input magnet(s) of n355 To: 4.11e-08m
In 896th Iteration, Delay Improved to: 4.96577e-08ns
In 897th Iteration, Delay Improved this time by changing: output magnet(s) of n672 To: 5.6307e-08m
In 897th Iteration, Delay Improved to: 4.96574e-08ns
In 898th Iteration, Delay Improved this time by changing: input magnet(s) of n620 To: 4.11e-08m
In 898th Iteration, Delay Improved to: 4.96571e-08ns
In 899th Iteration, Delay Improved this time by changing: input magnet(s) of n591 To: 5.6307e-08m
In 899th Iteration, Delay Improved to: 4.96294e-08ns
In 900th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n664_4_n681 To: 4.11e-08m
In 900th Iteration, Delay Improved to: 4.96019e-08ns
In 901th Iteration, Delay Improved this time by changing: output magnet(s) of n595 To: 4.11e-08m
In 901th Iteration, Delay Improved to: 4.95985e-08ns
In 902th Iteration, Delay Improved this time by changing: output magnet(s) of n638 To: 5.6307e-08m
In 902th Iteration, Delay Improved to: 4.95968e-08ns
In 903th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n690_1_n704 To: 4.11e-08m
In 903th Iteration, Delay Improved to: 4.95909e-08ns
In 904th Iteration, Delay Improved this time by changing: input magnet(s) of OD17[225] To: 5.6307e-08m
In 904th Iteration, Delay Improved to: 4.9582e-08ns
In 905th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n692_0_n731 To: 4.11e-08m
In 905th Iteration, Delay Improved to: 4.95313e-08ns
In 906th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n638_0_n648 To: 5.6307e-08m
In 906th Iteration, Delay Improved to: 4.95296e-08ns
In 907th Iteration, Delay Improved this time by changing: input magnet(s) of OD7[235] To: 4.11e-08m
In 907th Iteration, Delay Improved to: 4.95112e-08ns
In 908th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n706_0_OD23[219] To: 4.11e-08m
In 908th Iteration, Delay Improved to: 4.94861e-08ns
In 909th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n638_1_n648 To: 5.6307e-08m
In 909th Iteration, Delay Improved to: 4.94858e-08ns
In 910th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n583_0_n603 To: 4.11e-08m
In 910th Iteration, Delay Improved to: 4.94815e-08ns
In 911th Iteration, Delay Improved this time by changing: output magnet(s) of n612 To: 4.11e-08m
In 911th Iteration, Delay Improved to: 4.94792e-08ns
In 912th Iteration, Delay Improved this time by changing: input magnet(s) of OD18[224] To: 4.11e-08m
In 912th Iteration, Delay Improved to: 4.94712e-08ns
In 913th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n556_2_n591 To: 5.6307e-08m
In 913th Iteration, Delay Improved to: 4.94682e-08ns
In 914th Iteration, Delay Improved this time by changing: output magnet(s) of n665 To: 4.11e-08m
In 914th Iteration, Delay Improved to: 4.9461e-08ns
In 915th Iteration, Delay Improved this time by changing: input magnet(s) of n407 To: 5.6307e-08m
In 915th Iteration, Delay Improved to: 4.94442e-08ns
In 916th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n406_5_n455 To: 5.6307e-08m
In 916th Iteration, Delay Improved to: 4.94369e-08ns
In 917th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n690_2_n704 To: 4.11e-08m
In 917th Iteration, Delay Improved to: 4.94359e-08ns
In 918th Iteration, Delay Improved this time by changing: output magnet(s) of n412 To: 4.11e-08m
In 918th Iteration, Delay Improved to: 4.94351e-08ns
In 919th Iteration, Delay Improved this time by changing: output magnet(s) of n312 To: 5.6307e-08m
In 919th Iteration, Delay Improved to: 4.94311e-08ns
In 920th Iteration, Delay Improved this time by changing: input magnet(s) of n224 To: 4.11e-08m
In 920th Iteration, Delay Improved to: 4.94301e-08ns
In 921th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n563_0_n564 To: 4.11e-08m
In 921th Iteration, Delay Improved to: 4.94298e-08ns
In 922th Iteration, Delay Improved this time by changing: input magnet(s) of n553 To: 5.6307e-08m
In 922th Iteration, Delay Improved to: 4.94271e-08ns
In 923th Iteration, Delay Improved this time by changing: input magnet(s) of n388 To: 4.11e-08m
In 923th Iteration, Delay Improved to: 4.9407e-08ns
In 924th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_5_n120 To: 4.11e-08m
In 924th Iteration, Delay Improved to: 4.94013e-08ns
In 925th Iteration, Delay Improved this time by changing: input magnet(s) of n469 To: 5.6307e-08m
In 925th Iteration, Delay Improved to: 4.93981e-08ns
In 926th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n341_0_n342 To: 4.11e-08m
In 926th Iteration, Delay Improved to: 4.9398e-08ns
In 927th Iteration, Delay Improved this time by changing: output magnet(s) of n84 To: 4.11e-08m
In 927th Iteration, Delay Improved to: 4.93832e-08ns
In 928th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n312_0_n313 To: 5.6307e-08m
In 928th Iteration, Delay Improved to: 4.93811e-08ns
In 929th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n638_2_n648 To: 5.6307e-08m
In 929th Iteration, Delay Improved to: 4.93727e-08ns
In 930th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n583_0_n584 To: 4.11e-08m
In 930th Iteration, Delay Improved to: 4.93681e-08ns
In 931th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID16[16]_7_n89 To: 4.11e-08m
In 931th Iteration, Delay Improved to: 4.93613e-08ns
In 932th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n337_1_n338 To: 4.11e-08m
In 932th Iteration, Delay Improved to: 4.93517e-08ns
In 933th Iteration, Delay Improved this time by changing: input magnet(s) of n81 To: 4.11e-08m
In 933th Iteration, Delay Improved to: 4.93424e-08ns
In 934th Iteration, Delay Improved this time by changing: input magnet(s) of n593 To: 4.11e-08m
In 934th Iteration, Delay Improved to: 4.93406e-08ns
In 935th Iteration, Delay Improved this time by changing: input magnet(s) of OD6[236] To: 5.6307e-08m
In 935th Iteration, Delay Improved to: 4.93368e-08ns
In 936th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n279_0_n311 To: 5.6307e-08m
In 936th Iteration, Delay Improved to: 4.93359e-08ns
In 937th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n638_3_n648 To: 5.6307e-08m
In 937th Iteration, Delay Improved to: 4.93236e-08ns
In 938th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n638_0_n644 To: 4.11e-08m
In 938th Iteration, Delay Improved to: 4.9317e-08ns
In 939th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID30[30]_2_n290 To: 4.11e-08m
In 939th Iteration, Delay Improved to: 4.93083e-08ns
In 940th Iteration, Delay Improved this time by changing: input magnet(s) of n226 To: 4.11e-08m
In 940th Iteration, Delay Improved to: 4.93038e-08ns
In 941th Iteration, Delay Improved this time by changing: output magnet(s) of n242 To: 4.11e-08m
In 941th Iteration, Delay Improved to: 4.93037e-08ns
In 942th Iteration, Delay Improved this time by changing: output magnet(s) of n310 To: 4.11e-08m
In 942th Iteration, Delay Improved to: 4.92976e-08ns
In 943th Iteration, Delay Improved this time by changing: output magnet(s) of n461 To: 4.11e-08m
In 943th Iteration, Delay Improved to: 4.92954e-08ns
In 944th Iteration, Delay Improved this time by changing: output magnet(s) of n469 To: 5.6307e-08m
In 944th Iteration, Delay Improved to: 4.92916e-08ns
In 945th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n279_1_n311 To: 5.6307e-08m
In 945th Iteration, Delay Improved to: 4.92906e-08ns
In 946th Iteration, Delay Improved this time by changing: input magnet(s) of n648 To: 5.6307e-08m
In 946th Iteration, Delay Improved to: 4.92707e-08ns
In 947th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_0_n360 To: 4.11e-08m
In 947th Iteration, Delay Improved to: 4.92682e-08ns
In 948th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n583_0_n607 To: 4.11e-08m
In 948th Iteration, Delay Improved to: 4.92654e-08ns
In 949th Iteration, Delay Improved this time by changing: input magnet(s) of n291 To: 4.11e-08m
In 949th Iteration, Delay Improved to: 4.92649e-08ns
In 950th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID2[2]_3_n243 To: 4.11e-08m
In 950th Iteration, Delay Improved to: 4.92604e-08ns
In 951th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID17[17]_8_n85 To: 4.11e-08m
In 951th Iteration, Delay Improved to: 4.92583e-08ns
In 952th Iteration, Delay Improved this time by changing: output magnet(s) of n154 To: 4.11e-08m
In 952th Iteration, Delay Improved to: 4.92561e-08ns
In 953th Iteration, Delay Improved this time by changing: input magnet(s) of n83 To: 4.11e-08m
In 953th Iteration, Delay Improved to: 4.92522e-08ns
In 954th Iteration, Delay Improved this time by changing: input magnet(s) of OD4[238] To: 4.11e-08m
In 954th Iteration, Delay Improved to: 4.92464e-08ns
In 955th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n279_2_n311 To: 5.6307e-08m
In 955th Iteration, Delay Improved to: 4.92462e-08ns
In 956th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID2[2]_3_n244 To: 4.11e-08m
In 956th Iteration, Delay Improved to: 4.92428e-08ns
In 957th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_0_n367 To: 4.11e-08m
In 957th Iteration, Delay Improved to: 4.92383e-08ns
In 958th Iteration, Delay Improved this time by changing: input magnet(s) of n378 To: 4.11e-08m
In 958th Iteration, Delay Improved to: 4.92378e-08ns
In 959th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n341_1_n342 To: 4.11e-08m
In 959th Iteration, Delay Improved to: 4.92371e-08ns
In 960th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID17[17]_3_n91 To: 4.11e-08m
In 960th Iteration, Delay Improved to: 4.92368e-08ns
In 961th Iteration, Delay Improved this time by changing: input magnet(s) of n595 To: 5.6307e-08m
In 961th Iteration, Delay Improved to: 4.92278e-08ns
In 962th Iteration, Delay Improved this time by changing: output magnet(s) of n307 To: 4.11e-08m
In 962th Iteration, Delay Improved to: 4.92166e-08ns
In 963th Iteration, Delay Improved this time by changing: input magnet(s) of n381 To: 4.11e-08m
In 963th Iteration, Delay Improved to: 4.92155e-08ns
In 964th Iteration, Delay Improved this time by changing: input magnet(s) of n597 To: 4.11e-08m
In 964th Iteration, Delay Improved to: 4.92146e-08ns
In 965th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n556_1_n591 To: 5.6307e-08m
In 965th Iteration, Delay Improved to: 4.92115e-08ns
In 966th Iteration, Delay Improved this time by changing: input magnet(s) of n584 To: 4.11e-08m
In 966th Iteration, Delay Improved to: 4.92012e-08ns
In 967th Iteration, Delay Improved this time by changing: output magnet(s) of ID10[10] To: 7.71406e-08m
In 967th Iteration, Delay Improved to: 4.92007e-08ns
In 968th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n337_2_n338 To: 4.11e-08m
In 968th Iteration, Delay Improved to: 4.91994e-08ns
In 969th Iteration, Delay Improved this time by changing: input magnet(s) of n629 To: 4.11e-08m
In 969th Iteration, Delay Improved to: 4.91923e-08ns
In 970th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n582_0_n583 To: 5.6307e-08m
In 970th Iteration, Delay Improved to: 4.91763e-08ns
In 971th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n620_0_n634 To: 4.11e-08m
In 971th Iteration, Delay Improved to: 4.91762e-08ns
In 972th Iteration, Delay Improved this time by changing: input magnet(s) of n336 To: 4.11e-08m
In 972th Iteration, Delay Improved to: 4.91735e-08ns
In 973th Iteration, Delay Improved this time by changing: input magnet(s) of n572 To: 5.6307e-08m
In 973th Iteration, Delay Improved to: 4.9171e-08ns
In 974th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n556_0_n591 To: 5.6307e-08m
In 974th Iteration, Delay Improved to: 4.91696e-08ns
In 975th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n164_2_n165 To: 4.11e-08m
In 975th Iteration, Delay Improved to: 4.91678e-08ns
In 976th Iteration, Delay Improved this time by changing: input magnet(s) of n527 To: 4.11e-08m
In 976th Iteration, Delay Improved to: 4.91583e-08ns
In 977th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n242_0_n243 To: 4.11e-08m
In 977th Iteration, Delay Improved to: 4.91567e-08ns
In 978th Iteration, Delay Improved this time by changing: output magnet(s) of n359 To: 5.6307e-08m
In 978th Iteration, Delay Improved to: 4.91566e-08ns
In 979th Iteration, Delay Improved this time by changing: output magnet(s) of n579 To: 4.11e-08m
In 979th Iteration, Delay Improved to: 4.91453e-08ns
In 980th Iteration, Delay Improved this time by changing: output magnet(s) of n541 To: 4.11e-08m
In 980th Iteration, Delay Improved to: 4.91408e-08ns
In 981th Iteration, Delay Improved this time by changing: input magnet(s) of n525 To: 5.6307e-08m
In 981th Iteration, Delay Improved to: 4.91366e-08ns
In 982th Iteration, Delay Improved this time by changing: output magnet(s) of n403 To: 4.11e-08m
In 982th Iteration, Delay Improved to: 4.91364e-08ns
In 983th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID18[18]_0_n282 To: 4.11e-08m
In 983th Iteration, Delay Improved to: 4.91308e-08ns
In 984th Iteration, Delay Improved this time by changing: output magnet(s) of n88 To: 4.11e-08m
In 984th Iteration, Delay Improved to: 4.9127e-08ns
In 985th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_0_n402 To: 5.6307e-08m
In 985th Iteration, Delay Improved to: 4.91228e-08ns
In 986th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n347_1_n351 To: 4.11e-08m
In 986th Iteration, Delay Improved to: 4.91161e-08ns
In 987th Iteration, Delay Improved this time by changing: input magnet(s) of n91 To: 4.11e-08m
In 987th Iteration, Delay Improved to: 4.91139e-08ns
In 988th Iteration, Delay Improved this time by changing: output magnet(s) of n74 To: 4.11e-08m
In 988th Iteration, Delay Improved to: 4.91043e-08ns
In 989th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID16[16]_8_n89 To: 4.11e-08m
In 989th Iteration, Delay Improved to: 4.91042e-08ns
In 990th Iteration, Delay Improved this time by changing: output magnet(s) of n388 To: 4.11e-08m
In 990th Iteration, Delay Improved to: 4.90968e-08ns
In 991th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID2[2]_4_n243 To: 4.11e-08m
In 991th Iteration, Delay Improved to: 4.90901e-08ns
In 992th Iteration, Delay Improved this time by changing: output magnet(s) of n267 To: 4.11e-08m
In 992th Iteration, Delay Improved to: 4.90826e-08ns
In 993th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_1_n402 To: 5.6307e-08m
In 993th Iteration, Delay Improved to: 4.90781e-08ns
In 994th Iteration, Delay Improved this time by changing: input magnet(s) of n313 To: 5.6307e-08m
In 994th Iteration, Delay Improved to: 4.90776e-08ns
In 995th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n341_2_n342 To: 4.11e-08m
In 995th Iteration, Delay Improved to: 4.90382e-08ns
In 996th Iteration, Delay Improved this time by changing: input magnet(s) of n402 To: 5.6307e-08m
In 996th Iteration, Delay Improved to: 4.90735e-08ns
In 997th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID30[30]_8_n402 To: 4.11e-08m
In 997th Iteration, Delay Improved to: 4.90349e-08ns
In 998th Iteration, Delay Improved this time by changing: input magnet(s) of n563 To: 4.11e-08m
In 998th Iteration, Delay Improved to: 4.90346e-08ns
In 999th Iteration, Delay Improved this time by changing: output magnet(s) of n224 To: 4.11e-08m
In 999th Iteration, Delay Improved to: 4.90291e-08ns
In 1000th Iteration, Delay Improved this time by changing: input magnet(s) of n246 To: 4.11e-08m
In 1000th Iteration, Delay Improved to: 4.90169e-08ns
In 1001th Iteration, Delay Improved this time by changing: output magnet(s) of n397 To: 5.6307e-08m
In 1001th Iteration, Delay Improved to: 4.90161e-08ns
In 1002th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID29[29]_0_n403 To: 5.6307e-08m
In 1002th Iteration, Delay Improved to: 4.90147e-08ns
In 1003th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n84_0_n85 To: 4.11e-08m
In 1003th Iteration, Delay Improved to: 4.90115e-08ns
In 1004th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID17[17]_7_n85 To: 4.11e-08m
In 1004th Iteration, Delay Improved to: 4.89974e-08ns
In 1005th Iteration, Delay Improved this time by changing: input magnet(s) of n100 To: 4.11e-08m
In 1005th Iteration, Delay Improved to: 4.89809e-08ns
In 1006th Iteration, Delay Improved this time by changing: input magnet(s) of n329 To: 4.11e-08m
In 1006th Iteration, Delay Improved to: 4.89717e-08ns
In 1007th Iteration, Delay Improved this time by changing: input magnet(s) of n513 To: 4.11e-08m
In 1007th Iteration, Delay Improved to: 4.89708e-08ns
In 1008th Iteration, Delay Improved this time by changing: input magnet(s) of n382 To: 4.11e-08m
In 1008th Iteration, Delay Improved to: 4.89693e-08ns
In 1009th Iteration, Delay Improved this time by changing: output magnet(s) of n459 To: 4.11e-08m
In 1009th Iteration, Delay Improved to: 4.89675e-08ns
In 1010th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n347_0_n351 To: 4.11e-08m
In 1010th Iteration, Delay Improved to: 4.89631e-08ns
In 1011th Iteration, Delay Improved this time by changing: input magnet(s) of n233 To: 4.11e-08m
In 1011th Iteration, Delay Improved to: 4.89586e-08ns
In 1012th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_0_n131 To: 4.11e-08m
In 1012th Iteration, Delay Improved to: 4.89582e-08ns
In 1013th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n359_0_n396 To: 5.6307e-08m
In 1013th Iteration, Delay Improved to: 4.89444e-08ns
In 1014th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n277_0_n278 To: 5.6307e-08m
In 1014th Iteration, Delay Improved to: 4.89432e-08ns
In 1015th Iteration, Delay Improved this time by changing: output magnet(s) of n525 To: 5.6307e-08m
In 1015th Iteration, Delay Improved to: 4.89325e-08ns
In 1016th Iteration, Delay Improved this time by changing: input magnet(s) of n455 To: 5.6307e-08m
In 1016th Iteration, Delay Improved to: 4.89187e-08ns
In 1017th Iteration, Delay Improved this time by changing: output magnet(s) of n226 To: 4.11e-08m
In 1017th Iteration, Delay Improved to: 4.89173e-08ns
In 1018th Iteration, Delay Improved this time by changing: output magnet(s) of n149 To: 4.11e-08m
In 1018th Iteration, Delay Improved to: 4.89173e-08ns
In 1019th Iteration, Delay Improved this time by changing: input magnet(s) of n340 To: 4.11e-08m
In 1019th Iteration, Delay Improved to: 4.89041e-08ns
In 1020th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_1_n333 To: 4.11e-08m
In 1020th Iteration, Delay Improved to: 4.8902e-08ns
In 1021th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n221_1_n383 To: 4.11e-08m
In 1021th Iteration, Delay Improved to: 4.89006e-08ns
In 1022th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_1_n268 To: 5.6307e-08m
In 1022th Iteration, Delay Improved to: 4.89e-08ns
In 1023th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n74_0_n248 To: 4.11e-08m
In 1023th Iteration, Delay Improved to: 4.88884e-08ns
In 1024th Iteration, Delay Improved this time by changing: output magnet(s) of n407 To: 5.6307e-08m
In 1024th Iteration, Delay Improved to: 4.88864e-08ns
In 1025th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n320_0_n344 To: 4.11e-08m
In 1025th Iteration, Delay Improved to: 4.88788e-08ns
In 1026th Iteration, Delay Improved this time by changing: output magnet(s) of n454 To: 4.11e-08m
In 1026th Iteration, Delay Improved to: 4.88582e-08ns
In 1027th Iteration, Delay Improved this time by changing: input magnet(s) of n531 To: 5.6307e-08m
In 1027th Iteration, Delay Improved to: 4.88572e-08ns
In 1028th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_2_n268 To: 5.6307e-08m
In 1028th Iteration, Delay Improved to: 4.88549e-08ns
In 1029th Iteration, Delay Improved this time by changing: output magnet(s) of n332 To: 4.11e-08m
In 1029th Iteration, Delay Improved to: 4.88451e-08ns
In 1030th Iteration, Delay Improved this time by changing: output magnet(s) of n455 To: 5.6307e-08m
In 1030th Iteration, Delay Improved to: 4.88312e-08ns
In 1031th Iteration, Delay Improved this time by changing: input magnet(s) of n409 To: 5.6307e-08m
In 1031th Iteration, Delay Improved to: 4.88276e-08ns
In 1032th Iteration, Delay Improved this time by changing: output magnet(s) of ID16[16] To: 4.11e-08m
In 1032th Iteration, Delay Improved to: 4.8823e-08ns
In 1033th Iteration, Delay Improved this time by changing: output magnet(s) of ID29[29] To: 1.05683e-07m
In 1033th Iteration, Delay Improved to: 4.88176e-08ns
In 1034th Iteration, Delay Improved this time by changing: output magnet(s) of n355 To: 4.11e-08m
In 1034th Iteration, Delay Improved to: 4.88138e-08ns
In 1035th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_3_n268 To: 5.6307e-08m
In 1035th Iteration, Delay Improved to: 4.88123e-08ns
In 1036th Iteration, Delay Improved this time by changing: output magnet(s) of n347 To: 4.11e-08m
In 1036th Iteration, Delay Improved to: 4.8799e-08ns
In 1037th Iteration, Delay Improved this time by changing: input magnet(s) of n267 To: 4.11e-08m
In 1037th Iteration, Delay Improved to: 4.8783e-08ns
In 1038th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_6_n276 To: 4.11e-08m
In 1038th Iteration, Delay Improved to: 4.87819e-08ns
In 1039th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_1_n131 To: 4.11e-08m
In 1039th Iteration, Delay Improved to: 4.87788e-08ns
In 1040th Iteration, Delay Improved this time by changing: output magnet(s) of n217 To: 4.11e-08m
In 1040th Iteration, Delay Improved to: 4.87745e-08ns
In 1041th Iteration, Delay Improved this time by changing: input magnet(s) of n357 To: 4.11e-08m
In 1041th Iteration, Delay Improved to: 4.87705e-08ns
In 1042th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_4_n268 To: 5.6307e-08m
In 1042th Iteration, Delay Improved to: 4.87634e-08ns
In 1043th Iteration, Delay Improved this time by changing: input magnet(s) of n536 To: 4.11e-08m
In 1043th Iteration, Delay Improved to: 4.87556e-08ns
In 1044th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_6_n120 To: 4.11e-08m
In 1044th Iteration, Delay Improved to: 4.87493e-08ns
In 1045th Iteration, Delay Improved this time by changing: input magnet(s) of n459 To: 4.11e-08m
In 1045th Iteration, Delay Improved to: 4.87358e-08ns
In 1046th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n74_1_n248 To: 4.11e-08m
In 1046th Iteration, Delay Improved to: 4.87349e-08ns
In 1047th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_2_n333 To: 4.11e-08m
In 1047th Iteration, Delay Improved to: 4.87328e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
In 1048th Iteration, Delay Improved this time by changing: input magnet(s) of n554 To: 7.71406e-08m
In 1048th Iteration, Delay Improved to: 4.87327e-08ns
In 1049th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID18[18]_1_n282 To: 4.11e-08m
In 1049th Iteration, Delay Improved to: 4.87323e-08ns
In 1050th Iteration, Delay Improved this time by changing: output magnet(s) of n374 To: 4.11e-08m
In 1050th Iteration, Delay Improved to: 4.87313e-08ns
In 1051th Iteration, Delay Improved this time by changing: input magnet(s) of n383 To: 4.11e-08m
In 1051th Iteration, Delay Improved to: 4.87271e-08ns
In 1052th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_5_n268 To: 5.6307e-08m
In 1052th Iteration, Delay Improved to: 4.87177e-08ns
In 1053th Iteration, Delay Improved this time by changing: output magnet(s) of n320 To: 4.11e-08m
In 1053th Iteration, Delay Improved to: 4.87172e-08ns
In 1054th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID2[2]_0_n252 To: 4.11e-08m
In 1054th Iteration, Delay Improved to: 4.86837e-08ns
In 1055th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID10[10]_6_n268 To: 5.6307e-08m
In 1055th Iteration, Delay Improved to: 4.86721e-08ns
In 1056th Iteration, Delay Improved this time by changing: input magnet(s) of n180 To: 4.11e-08m
In 1056th Iteration, Delay Improved to: 4.86627e-08ns
In 1057th Iteration, Delay Improved this time by changing: output magnet(s) of n175 To: 4.11e-08m
In 1057th Iteration, Delay Improved to: 4.86598e-08ns
In 1058th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n217_0_n218 To: 4.11e-08m
In 1058th Iteration, Delay Improved to: 4.86563e-08ns
Magnet Length Upper-Bound reached for output of gate: ID29[29]: 1.05683e-07, will not be increased any more!
